#1
double HeatDemand(673,2)
0	0.0
900	1870.28
1800	3467.88
2700	4837.1
3600	6014.88
4500	7029.07
5400	7902.72
6300	8657.09
7200	9310.65
8100	9877.73
9000	10371.61
9900	10802.51
10800	11177.23
11700	11498.24
12600	11764.9
13500	11982.64
14400	12149.64
15300	12253.03
16200	12280.95
17100	12233.49
18000	12127.96
18900	12003.39
19800	11902.44
20700	11841.9
21600	11824.03
22500	11818.51
23400	11805.95
24300	11787.64
25200	11749.89
26100	11627.75
27000	11388.64
27900	11052.98
28800	10626.65
29700	10203.29
30600	9856.87
31500	9576.29
32400	9344.27
33300	9116.64
34200	8862.83
35100	8578.36
36000	8262.37
36900	7908.86
37800	7514.14
38700	7081.43
39600	6626.77
40500	6191.05
41400	5804.71
42300	5476.06
43200	5171.96
44100	4764.02
45000	4239.85
45900	3621.58
46800	2867.43
47700	2192.42
48600	1747.63
49500	1551.13
50400	1574.16
51300	1716.67
52200	1922.6
53100	2173.82
54000	2463.85
54900	2769.94
55800	3079.1
56700	3384.2
57600	3671.72
58500	3934.95
59400	4177.62
60300	4400.24
61200	4609.43
62100	4844.46
63000	5143.4
63900	5449.97
64800	5768.53
65700	6086.47
66600	6404.08
67500	6719.68
68400	7031.87
69300	7341.97
70200	7651.35
71100	7959.12
72000	8265.64
72900	8571.57
73800	8877.08
74700	9181.78
75600	9485.64
76500	9777.73
77400	10060.04
78300	10333.08
79200	10596.85
80100	10853.37
81000	11105.27
81900	11353.67
82800	11598.64
83700	11845.64
84600	12093.66
85500	12343.37
86400	12594.68
87300	12838.66
88200	13069.51
89100	13289.84
90000	13500.33
90900	13705.6
91800	13905.21
92700	14099.61
93600	14288.27
94500	14466.49
95400	14631.88
96300	14785.58
97200	14926.34
98100	15050.37
99000	15156.27
99900	15241.44
100800	15290.06
101700	15298.95
102600	15262.16
103500	15185.16
104400	15071.49
105300	14958.06
106200	14869.41
107100	14811.86
108000	14774.41
108900	14775.64
109800	14773.96
110700	14763.72
111600	14750.83
112500	14658.83
113400	14490.56
114300	14251.3
115200	13959.7
116100	13662.73
117000	13401.59
117900	13170.03
118800	12963.74
119700	12770.91
120600	12590.51
121500	12420.19
122400	12264.59
123300	12139.61
124200	12048.5
125100	11990.21
126000	11960.99
126900	11951.55
127800	11953.1
128700	11959.52
129600	11961.28
130500	11953.15
131400	11931.51
132300	11892.07
133200	11840.3
134100	11849.76
135000	11892.46
135900	11968.49
136800	12063.9
137700	12154.24
138600	12248.99
139500	12343.3
140400	12419.11
141300	12484.22
142200	12536.81
143100	12583.77
144000	12626.73
144900	12665.61
145800	12704.27
146700	12744.48
147600	12784.68
148500	12877.27
149400	12998.53
150300	13144.57
151200	13313.09
152100	13496.21
153000	13694.74
153900	13891.09
154800	14091.61
155700	14297.79
156600	14507.75
157500	14721.83
158400	14940.45
159300	15165.14
160200	15396.35
161100	15632.15
162000	15872.39
162900	16099.86
163800	16317.71
164700	16526.61
165600	16726.6
166500	16926.52
167400	17125.4
168300	17322.58
169200	17518.0
170100	17691.29
171000	17846.18
171900	17984.05
172800	18104.9
173700	18214.45
174600	18308.49
175500	18389.93
176400	18458.95
177300	18514.52
178200	18556.83
179100	18589.46
180000	18612.09
180900	18628.23
181800	18637.94
182700	18636.9
183600	18624.26
184500	18594.66
185400	18549.14
186300	18477.24
187200	18375.49
188100	18233.68
189000	18057.99
189900	17862.5
190800	17669.05
191700	17472.25
192600	17272.45
193500	17092.26
194400	16929.01
195300	16807.02
196200	16695.01
197100	16581.25
198000	16464.8
198900	16169.67
199800	15695.1
200700	15017.11
201600	14164.88
202500	13224.11
203400	12278.24
204300	11328.35
205200	10374.53
206100	9434.25
207000	8504.33
207900	7588.5
208800	6697.62
209700	5902.99
210600	5307.38
211500	4813.96
212400	4395.07
213300	4033.44
214200	3715.11
215100	3445.96
216000	3229.2
216900	3073.38
217800	2997.07
218700	2998.27
219600	3083.15
220500	3250.64
221400	3462.35
222300	3725.78
223200	4043.74
224100	4408.43
225000	4771.81
225900	5140.28
226800	5504.65
227700	5851.28
228600	6171.77
229500	6456.89
230400	6705.0
231300	6947.78
232200	7277.87
233100	7571.13
234000	7847.03
234900	8125.91
235800	8410.33
236700	8699.36
237600	8993.69
238500	9295.7
239400	9599.86
240300	9899.8
241200	10201.58
242100	10504.62
243000	10808.22
243900	11112.14
244800	11415.94
245700	11721.31
246600	12030.16
247500	12340.99
248400	12653.67
249300	12947.9
250200	13227.37
251100	13493.53
252000	13746.49
